Sample ID,Max Probability
1,0.9999982
2,0.9999999
3,0.99994195
4,0.9971213
5,0.99999654
6,0.99998546
7,0.99999535
8,0.99999833
9,0.9993999
10,0.9999441
11,0.60576487
12,0.96635014
13,0.99979466
14,0.7888937
15,0.9999964
16,0.9926171
17,0.9306544
18,0.9999186
19,0.92591894
20,0.9990465
21,0.9972836
22,0.9999994
23,0.99993205
24,0.99736255
25,0.9989492
26,0.9937942
27,0.99947447
28,0.99998677
29,0.9997601
30,0.54459536
31,0.98618144
32,0.9998154
33,0.92613626
34,0.99846774
35,0.9987721
36,0.511089
37,0.99882597
38,0.99914217
39,0.9965586
40,0.8955416
41,0.9156901
42,0.93762285
43,0.72408044
44,0.9999528
45,0.6700947
46,0.32765526
47,0.994524
48,0.99538404
49,0.9039848
50,0.99957615
51,0.9998068
52,0.99989855
53,0.9933206
54,0.97492254
55,0.99945074
56,0.9973309
57,0.9893968
58,0.9998449
59,0.99993825
60,0.9783611
61,0.9988218
62,0.99974376
63,0.9673352
64,0.9996196
65,0.996191
66,0.40884095
67,0.9940388
68,0.990602
69,0.9999752
70,0.9998357
71,0.9999176
72,0.99999166
73,0.9979169
74,0.9965149
75,0.9981704
76,0.26796985
77,0.9998228
78,0.9998485
79,0.999995
80,0.99958414
81,0.99999905
82,0.99472886
83,0.99999917
84,0.9999994
85,0.9999999
86,0.99835336
87,0.9999995
88,0.99949086
89,0.4785406
90,0.992546
91,0.99994695
92,0.993883
93,0.6644732
94,0.6912751
95,0.98324823
96,0.9999913
97,0.9999596
98,0.9840206
99,0.99999666
100,0.9999678
101,0.999984
102,0.9997389
103,0.99905604
104,0.99999833
105,0.975967
106,0.99996245
107,0.9962314
108,0.99997926
109,0.18309948
110,0.72050625
111,0.99999344
112,0.9982608
113,0.9999877
114,0.9999949
115,0.999977
116,0.99900913
117,0.999841
118,0.99998474
119,0.9533004
120,0.9990386
121,0.99999464
122,0.99938524
123,0.9870341
124,0.99999964
125,0.49331653
126,0.981188
127,0.99388885
128,0.9367896
129,0.99995685
130,0.9587021
131,0.99995637
132,0.42363456
133,0.9998934
134,0.9998154
135,0.99932945
136,0.9999957
137,0.9999677
138,0.61100894
139,0.9922236
140,0.9998759
141,0.8354192
142,0.994216
143,0.8620951
144,1.0
145,0.999206
146,0.99995244
147,0.9918715
148,0.9972644
149,0.99997115
150,0.99973685
151,0.9989184
152,0.9999658
153,0.9999945
154,0.99944824
155,0.9921302
156,0.9999809
157,0.99987936
158,0.99997354
159,0.9999155
160,0.99975544
161,0.99956566
162,0.99999845
163,0.9921679
164,0.9999789
165,0.9938346
166,0.99999523
167,0.688176
168,0.9999738
169,0.9944944
170,0.35402203
171,0.9996105
172,0.9992586
173,0.44359463
174,0.9502829
175,0.9994999
176,0.99987745
177,0.9999894
178,0.98957133
179,0.9995566
180,0.99994814
181,0.9999993
182,0.9299883
183,0.9999926
184,0.99999833
185,0.8970834
186,0.9500517
187,0.9999993
188,0.99999094
189,0.96957886
190,0.99998975
191,0.4774845
192,0.9999931
193,0.98890287
194,0.7339441
195,0.99984145
196,0.9997826
197,0.9982651
198,0.99986243
199,0.9997445
200,0.9990761
201,0.99900323
202,0.99965405
203,0.99340713
204,0.9939073
205,0.99945074
206,0.9999442
207,0.91321295
208,0.99991
209,0.99898916
210,0.9955154
211,0.99997115
212,0.99997735
213,0.9999993
214,0.9594013
215,0.9999484
216,0.9995295
217,0.99999464
218,0.9998834
219,0.99996877
220,0.89995277
221,0.9999974
222,0.9997893
223,0.9980196
224,0.9996309
225,0.9999815
226,0.5015428
227,0.99984956
228,0.99458545
229,0.9957826
230,0.99901533
231,0.9981201
232,0.9887805
233,0.99989784
234,0.9887888
235,0.99434704
236,0.9964516
237,0.99032354
238,0.9978149
239,0.9914642
240,0.9986339
241,0.9999895
242,0.9998368
243,0.99999857
244,0.47241288
245,0.9938113
246,0.99997854
247,0.9998301
248,0.99975294
249,0.9977822
250,0.99999833
251,0.9645078
252,0.9918228
253,0.9994293
254,0.9998036
255,0.99778396
256,0.9994597
257,0.9997186
258,0.9986314
259,0.89362615
260,0.99677366
261,0.97702426
262,0.6708065
263,0.99999213
264,0.99976677
265,0.9564543
266,0.998018
267,0.9999777
268,0.99822515
269,0.9994616
270,0.64795667
271,0.99870455
272,0.99959284
273,0.99999785
274,0.9978886
275,0.9978302
276,0.62562466
277,0.9352356
278,0.9204167
279,0.7231457
280,0.99998724
281,0.9998493
282,0.9999664
283,0.72217214
284,0.8848724
285,0.9996649
286,0.9851366
287,0.9998054
288,0.99965465
289,0.993486
290,0.9939575
291,0.69550854
