Sample ID,Max Probability
1,0.66662025
2,0.9982162
3,0.9999889
4,0.9999285
5,0.99999964
6,0.5499987
7,0.99632627
8,0.9999759
9,0.9999999
10,0.9949791
11,0.99408543
12,0.91309446
13,0.9988549
14,0.9995633
15,0.98892224
16,0.6708345
17,0.98205113
18,0.9495251
19,0.99960095
20,0.9999343
21,0.99979764
22,0.9999845
23,0.9734167
24,0.996046
25,0.99999094
26,0.99985886
27,0.99993587
28,0.9999484
29,0.99844617
30,0.9928618
31,0.550486
32,0.98802626
33,0.99993634
34,0.9367678
35,0.99998677
36,0.9999682
37,0.6513322
38,0.9999782
39,0.60799026
40,0.99287426
41,0.58017194
42,0.97671676
43,0.89134836
44,0.9979639
45,0.99944407
46,0.9303968
47,0.9997516
48,0.89886
49,0.99680614
50,0.9993218
51,0.70886004
52,0.9996475
53,0.99997246
54,0.9979249
55,0.9999348
56,0.926251
57,0.9997538
58,0.96789616
59,0.99781114
60,0.5689678
61,0.99326307
62,0.99996614
63,0.60715747
64,0.9969292
65,0.999283
66,0.99956435
67,0.99021435
68,0.99920017
69,0.881014
70,0.99996567
71,0.99076277
72,0.9999887
73,0.96502995
74,0.9884432
75,0.99941456
76,0.9999062
77,0.32754895
78,0.9999994
79,0.9788913
80,0.99998844
81,0.9987465
82,0.99999845
83,0.9999969
84,0.99907434
85,0.99999523
86,0.9999994
87,0.99999976
88,0.9999999
89,0.9999995
90,0.99999523
91,0.910162
92,0.99999976
93,0.9999249
94,0.99999976
95,0.5589835
96,0.9998982
97,0.999419
98,0.9991804
99,0.99993825
100,0.9999126
101,0.9998629
102,0.9999933
103,0.6705605
104,0.9690535
105,0.9977126
106,0.98972416
107,0.9015494
108,0.7926551
109,0.70429975
110,0.9882494
111,0.94565195
112,0.9793311
113,0.99009085
114,0.96491677
115,0.35982662
116,0.66753006
117,0.9996489
118,0.812905
119,0.99954706
120,0.99994624
121,0.99925953
122,0.9836246
123,0.8887205
124,0.99654925
125,0.97778416
126,0.99956125
127,0.99946576
128,0.9896881
129,0.8933405
130,0.69288987
131,0.99934405
132,0.99995005
133,0.9999696
134,0.99892944
135,0.99941266
136,0.9899244
137,0.7502484
138,0.9999958
139,0.9999356
140,0.99998474
141,0.9999975
142,0.9999832
143,0.9999949
144,0.9999764
145,0.9215108
146,0.99881244
147,0.9973501
148,0.9999968
149,0.9784389
150,0.9830478
151,0.99673355
152,0.8079969
153,0.9360144
154,0.22195981
155,0.9954411
156,0.9935794
157,0.9834215
158,0.99973744
159,0.9686312
160,0.84989315
161,0.7401495
162,0.998847
163,0.9979195
164,0.9982578
165,0.99737513
166,0.9992453
167,0.96864545
168,0.9999927
169,0.9937594
170,0.99997246
171,1.0
172,0.99963546
173,0.9970265
174,0.99990463
175,0.99999356
176,0.49170217
177,0.9999869
178,0.9983834
179,0.9952278
180,0.99998736
181,0.9999995
182,0.998632
183,0.99999905
184,0.99996483
185,0.99999535
186,0.9999999
187,0.999998
188,0.9999682
189,0.49020147
190,0.9999486
191,0.9999863
192,0.99991775
193,0.99076265
194,0.99885964
195,0.8284424
196,0.27830264
197,0.87188214
198,0.9983517
199,0.99940073
200,0.97267026
201,0.9999794
202,0.98004556
203,0.9994591
204,0.99999964
205,0.9999498
206,0.9999367
207,0.6026021
208,0.98381686
209,0.9999802
210,0.96874
211,0.709635
212,0.9991223
213,0.8577876
214,0.9999441
215,0.9962831
216,0.2502671
217,0.54489535
218,0.944044
219,0.96634597
220,0.9785487
221,0.9991726
222,0.90065396
223,0.9986733
224,0.9995679
225,0.99950874
226,0.9974377
227,0.9974044
228,0.9971898
229,0.9526689
230,0.8199012
231,0.56421393
232,0.99823356
233,0.7992597
234,0.9996729
235,0.9996327
236,0.99998415
237,0.9999044
238,0.9994305
239,0.9495107
240,0.9999893
241,0.9999862
242,0.9999989
243,0.9989619
244,0.99975544
245,0.99992836
246,0.99999607
247,0.9842353
248,0.9982022
249,0.99995744
250,0.99949074
251,0.9991615
252,0.9231334
253,0.7757261
254,0.9993286
255,0.9992304
256,0.99996245
257,0.9999062
258,0.7497489
259,0.9999188
260,0.996302
261,0.9993272
262,0.7585804
263,0.9998141
264,0.551861
265,0.997563
266,0.9366348
267,0.9939692
268,0.7908925
269,0.99970645
270,0.75039166
271,0.53608686
272,0.9997248
273,0.9902019
274,0.89586496
275,0.93072814
276,0.63793576
277,0.9994216
278,0.9978682
279,0.86053705
280,0.9633968
281,0.99999726
282,0.9990663
283,0.9999275
284,0.99998677
285,0.66500556
286,0.9793586
287,0.9981712
288,0.9998381
289,0.5729488
290,0.9999883
