Sample ID,Max Probability
1,0.2737438678741455
2,0.345306396484375
3,0.19028592109680176
4,0.3154715895652771
5,0.3079851269721985
6,0.4252769947052002
7,0.17577095329761505
8,0.21716055274009705
9,0.44926413893699646
10,0.19575917720794678
11,0.39714428782463074
12,0.31923916935920715
13,0.16736876964569092
14,0.5892622470855713
15,0.35610461235046387
16,0.5264095067977905
17,0.19378720223903656
18,0.2794158160686493
19,0.37005192041397095
20,0.2729458212852478
21,0.30159249901771545
22,0.2525387108325958
23,0.2877403497695923
24,0.39944788813591003
25,0.4205785393714905
26,0.17664818465709686
27,0.4937819540500641
28,0.33064505457878113
29,0.39196139574050903
30,0.6741448044776917
31,0.5397194027900696
32,0.5025383234024048
33,0.742693305015564
34,0.47270190715789795
35,0.5686501860618591
36,0.3718327581882477
37,0.7348958253860474
38,0.6061471104621887
39,0.4329332411289215
40,0.3943764269351959
41,0.7063749432563782
42,0.6757661700248718
43,0.7003095746040344
44,0.3414563238620758
45,0.7790431380271912
46,0.3509448766708374
47,0.22580811381340027
48,0.5579051971435547
49,0.49580949544906616
50,0.29248327016830444
51,0.4254263937473297
52,0.24241586029529572
53,0.19272412359714508
54,0.626019299030304
55,0.2944165766239166
56,0.3385866582393646
57,0.2741160988807678
58,0.432354211807251
59,0.19157299399375916
60,0.30712440609931946
61,0.2161361277103424
62,0.1068873479962349
63,0.19483453035354614
64,0.34003105759620667
65,0.353201299905777
66,0.4945167303085327
67,0.719875693321228
68,0.24288687109947205
69,0.35312581062316895
70,0.5325873494148254
71,0.9191647171974182
72,0.4009265601634979
73,0.5843151211738586
74,0.5700079202651978
75,0.29985475540161133
76,0.5379884839057922
77,0.5066035389900208
78,0.5756592154502869
79,0.637334406375885
80,0.5727307200431824
81,0.24915066361427307
82,0.5233848094940186
83,0.45212504267692566
84,0.34375566244125366
85,0.33314865827560425
86,0.2477952092885971
87,0.5509461760520935
88,0.3286290764808655
89,0.378780335187912
90,0.4240899980068207
91,0.6846702098846436
92,0.3004142642021179
93,0.40679609775543213
94,0.5227917432785034
95,0.32886746525764465
96,0.4577365517616272
97,0.5230907201766968
98,0.31674429774284363
99,0.528411865234375
100,0.29108861088752747
101,0.18734019994735718
102,0.11609477549791336
103,0.28881967067718506
104,0.26036107540130615
105,0.3268096148967743
106,0.3231140077114105
107,0.22651994228363037
108,0.23630960285663605
109,0.3577457666397095
110,0.4943813979625702
111,0.3080199658870697
112,0.6023463010787964
113,0.43704915046691895
114,0.4506695568561554
115,0.24611681699752808
116,0.34686222672462463
117,0.30803439021110535
