Sample ID,Max Probability
1,0.99993753
2,0.9999918
3,0.9998596
4,0.99993074
5,0.9999722
6,0.9954841
7,0.6043729
8,0.6462824
9,0.99999654
10,0.9999567
11,0.82386124
12,0.9829139
13,0.7159577
14,0.999987
15,0.89664626
16,0.55423164
17,0.835233
18,0.97423506
19,0.974158
20,0.9993135
21,0.9951786
22,0.9986804
23,0.999385
24,0.99963295
25,0.98036283
26,0.9999943
27,0.9999932
28,0.7042731
29,0.9996433
30,0.9867863
31,0.993566
32,0.8994558
33,0.87434584
34,0.9911067
35,0.6067756
36,0.82397294
37,0.873182
38,0.9880519
39,0.9851806
40,0.99983037
41,0.98625284
42,0.99988973
43,0.8119859
44,0.71791553
45,0.99147344
46,0.99938333
47,0.99856645
48,0.8364495
49,0.7299969
50,0.9999187
51,0.992164
52,0.98206663
53,0.8345093
54,0.97183067
55,0.9991417
56,0.9549755
57,0.9993042
58,0.6726508
59,0.40697768
60,0.89041543
61,0.9406998
62,0.6942651
63,0.99974495
64,0.9995111
65,0.9978345
66,0.99814415
67,0.88127583
68,0.75017244
69,0.9755609
70,0.99942195
71,0.99993014
72,0.9716986
73,0.99999654
74,0.99854314
75,0.9987857
76,0.9999521
77,0.8926071
78,0.99610716
79,0.99996185
80,0.99999857
81,0.99999905
82,0.99994063
83,0.99681807
84,0.9949687
85,0.99997914
86,0.9550579
87,1.0
88,0.9999944
89,0.9997079
90,0.2462237
91,0.99898046
92,0.9939038
93,0.9984516
94,0.99746704
95,0.99412704
96,0.9999517
97,0.9997359
98,0.99826247
99,0.99115694
100,0.976824
101,0.9999739
102,0.9173786
103,0.8331076
104,0.77574265
105,0.9993924
106,0.99986756
107,0.9865698
108,0.5356052
109,0.99994636
110,0.99034625
111,0.5525382
112,0.9978332
113,0.7154637
114,0.9999168
115,0.9188179
116,0.5870177
117,0.9940479
118,0.8413535
119,0.9969777
120,0.9995838
121,0.99999595
122,0.9999689
123,0.999368
124,0.9999143
125,0.9853172
126,0.99999845
127,0.99994445
128,0.9989343
129,0.99953914
130,0.29116473
131,0.8572249
132,0.9987514
133,0.9968725
134,0.8062576
135,0.9999535
136,0.9006995
137,0.9978728
138,0.9957014
139,0.45793435
140,0.9119522
141,0.9987122
142,0.98983675
143,0.9916694
144,0.98865813
145,0.85955834
146,0.98566914
147,0.89632607
148,0.99972457
149,0.99333787
150,0.9617844
151,0.99969554
152,0.99704605
153,0.9865797
154,0.9979887
155,0.9999722
156,0.99537814
157,0.9999182
158,0.9999863
159,0.99996996
160,0.33439767
161,0.9992829
162,0.9984255
163,0.9244393
164,0.99954563
165,0.9935615
166,0.7249213
167,0.97832274
168,0.9998679
169,0.99573356
170,0.91781974
171,0.99983203
172,0.9826164
173,0.9984693
174,0.99956447
175,0.8987245
176,0.9916597
177,0.9148805
178,0.9304729
179,0.9993017
180,0.6978905
181,0.58454794
182,0.9568558
183,0.99994564
184,0.9993548
185,0.5693559
186,0.8713523
187,0.9999254
188,0.5431135
189,0.9700351
190,0.9994467
191,0.99931073
192,0.9999721
193,0.99511576
194,0.99915063
195,0.4212069
196,0.9965773
197,0.99620515
198,0.99951875
199,0.9982981
200,0.99975616
201,0.99937433
202,0.9992449
203,0.43763337
204,0.99816626
205,0.9995598
206,0.9999865
207,0.9035902
208,0.9999747
209,0.9996112
210,0.9999993
211,0.9988638
212,0.99733573
213,0.999843
214,0.96022457
215,0.9999989
216,0.77876794
217,0.97634196
218,0.9990113
219,0.9985306
220,0.99979407
221,0.87815326
222,0.99999917
223,0.99999297
224,0.9929389
225,0.9274792
226,0.99998283
227,0.9999982
228,0.99999607
229,0.818109
230,0.99551964
231,0.9376241
232,0.7763233
233,0.8435909
234,0.9460253
235,0.9831262
236,0.9999825
237,0.93731105
238,0.53962713
239,0.6567346
240,0.97777015
241,0.9818636
242,0.9323886
243,0.9994524
244,0.97022444
245,0.998357
246,0.24882345
247,0.9992693
248,0.95926803
249,0.9865631
250,0.7109917
251,0.9974076
252,0.9998627
253,0.9981654
254,0.99758816
255,0.5547677
256,0.9996063
257,0.9631402
258,0.34320092
259,0.9453198
260,0.999731
261,0.9999957
262,0.33621606
263,0.9999287
264,0.99993944
265,0.99987876
266,0.9970902
267,0.9974567
268,0.71451586
269,0.9985733
270,0.6613613
271,0.99994886
272,0.9999337
273,0.57777447
274,0.6050751
275,0.8072995
276,0.99999285
277,0.99973565
278,0.58732
279,0.92048275
280,0.99892837
281,0.9977951
282,0.9750522
283,0.9987054
284,0.46832246
285,0.99975866
286,0.8188089
287,0.9882685
288,0.973397
289,0.9772259
290,0.4339489
291,0.9998907
292,0.9999995
293,0.8547563
294,0.99999905
295,0.97501546
296,0.9969453
297,0.32336128
298,0.76801157
299,0.9753676
