Sample ID,Max Probability
1,0.65247667
2,0.48451188
3,0.4653478
4,0.47464544
5,0.3558162
6,0.2911542
7,0.336734
8,0.5923589
9,0.38996094
10,0.6231516
11,0.35240632
12,0.64016384
13,0.48238498
14,0.5413734
15,0.21287884
16,0.22120416
17,0.10149826
18,0.3074473
19,0.27947238
20,0.5635347
21,0.19563927
22,0.5124376
23,0.19730724
24,0.08017886
25,0.39737302
26,0.43016326
27,0.39752823
28,0.28767693
29,0.27321857
30,0.45078483
31,0.39070514
32,0.375661
33,0.31905714
34,0.42890123
35,0.12903026
36,0.38619128
37,0.18101925
38,0.36110446
39,0.43434286
40,0.17345737
41,0.34885278
42,0.19302198
43,0.3062609
44,0.10469615
45,0.12455522
46,0.34314707
47,0.459499
48,0.19701748
49,0.3352782
50,0.12580588
51,0.2505219
52,0.18252459
53,0.2907359
54,0.26502222
55,0.09657472
56,0.36186925
57,0.311474
58,0.36922705
59,0.29253095
60,0.18581218
61,0.14023873
62,0.114000596
63,0.38699773
64,0.19562764
65,0.22877033
66,0.3895055
67,0.31495485
68,0.24992418
69,0.30246174
70,0.36362505
71,0.34375805
72,0.17422722
73,0.25768986
74,0.17443976
75,0.24688098
76,0.26918337
77,0.16386908
78,0.47122723
79,0.4590513
80,0.51903373
81,0.14474364
82,0.6172301
83,0.35150334
84,0.4280545
85,0.5681651
86,0.415005
87,0.48103353
88,0.3133052
89,0.28550914
90,0.15614015
91,0.41480994
92,0.31624046
93,0.5226916
94,0.37736353
95,0.5532961
96,0.29555017
97,0.33023107
98,0.13675633
99,0.26167694
100,0.07438125
101,0.30504507
102,0.37561938
103,0.33268937
104,0.19350101
105,0.15302409
106,0.45376217
107,0.27685305
108,0.39293852
109,0.17577974
110,0.2040455
111,0.28592888
112,0.4136468
113,0.16883236
114,0.20601808
115,0.30182835
116,0.32850176
117,0.2861582
118,0.15440889
119,0.43364736
120,0.34100658
121,0.391923
122,0.3441176
123,0.3556071
124,0.36695722
125,0.5414616
126,0.15313762
127,0.3277128
128,0.22417544
129,0.18790196
130,0.20401978
131,0.37924042
132,0.16784874
133,0.114508666
134,0.1727383
135,0.15284927
136,0.26679218
137,0.22602253
138,0.2577134
139,0.29575193
140,0.30335915
141,0.23054712
142,0.4014093
143,0.5139712
144,0.59869725
145,0.2784872
146,0.26860103
147,0.1795274
148,0.094390504
149,0.13266376
150,0.40359655
151,0.1998032
152,0.18254896
153,0.45555452
154,0.43793875
155,0.3376139
156,0.09145369
157,0.3414334
158,0.43661344
159,0.27476677
160,0.34750336
161,0.59828943
162,0.40235993
163,0.40400192
164,0.45730498
165,0.26527724
166,0.5214859
167,0.20192929
168,0.49117064
169,0.57368994
170,0.56427896
171,0.63539135
172,0.44567463
173,0.09058451
174,0.15003225
175,0.41337398
176,0.35064214
177,0.36902326
178,0.51206774
179,0.41762167
180,0.2482831
181,0.24850579
182,0.19942161
183,0.38007864
184,0.13650629
185,0.32355097
186,0.2748788
187,0.34508732
188,0.516967
189,0.30594525
190,0.29385325
191,0.29529345
192,0.4377508
193,0.24876493
194,0.38952118
195,0.11639301
196,0.16226302
197,0.39007992
198,0.29556414
199,0.4615767
200,0.2569079
201,0.09613195
202,0.092755675
203,0.31434062
204,0.18028131
205,0.5008689
206,0.18708943
207,0.29144916
208,0.06921653
209,0.34534982
210,0.34916377
211,0.29987195
212,0.12508522
213,0.3576336
214,0.1481365
215,0.26570567
216,0.17558739
217,0.14651023
218,0.2661809
219,0.41056824
220,0.20017661
221,0.38697162
222,0.60123795
223,0.24284738
224,0.3268779
225,0.13264695
226,0.30178604
227,0.756028
228,0.10310845
229,0.6257014
230,0.14376685
231,0.12862062
232,0.22445628
233,0.15631182
234,0.14296459
235,0.1974515
236,0.3997718
237,0.4998779
238,0.17893714
239,0.33659002
240,0.37086695
241,0.49638084
242,0.12647896
243,0.2857885
244,0.2889656
245,0.16080661
246,0.25781184
247,0.39184594
248,0.23857147
249,0.15369119
250,0.18850607
251,0.21995741
252,0.15200463
253,0.3712131
254,0.3425889
255,0.33504927
256,0.5114864
257,0.5216862
258,0.08635211
259,0.43013346
260,0.3337957
261,0.2503511
262,0.11667458
263,0.40366253
264,0.2895687
265,0.18733595
266,0.33995867
267,0.20893289
268,0.2351349
269,0.29779223
270,0.17651638
271,0.12091969
272,0.5943759
273,0.23452072
274,0.6421548
275,0.57628185
276,0.51984155
277,0.5599164
278,0.19771624
279,0.16200346
280,0.16671748
281,0.21105504
282,0.09613345
283,0.09677745
284,0.22218178
285,0.22258946
286,0.117629625
287,0.3525764
288,0.10608214
289,0.3537554
290,0.1480287
291,0.33840325
292,0.17353795
293,0.2096841
294,0.22087495
295,0.24538782
296,0.44799522
297,0.36012083
298,0.18326926
299,0.1015938
