Sample ID,Max Probability
1,0.9999981
2,1.0
3,0.9981858
4,0.99999857
5,0.9994351
6,0.99999976
7,0.99999976
8,0.99999964
9,0.99998355
10,0.99982846
11,0.99993515
12,0.998953
13,0.60795915
14,0.99988747
15,0.99993694
16,0.9599061
17,0.9998747
18,0.9999583
19,0.9998758
20,0.99946994
21,0.9967007
22,0.9997067
23,0.97218543
24,0.999843
25,0.9978769
26,0.9991672
27,0.9989606
28,0.98721176
29,0.99841845
30,0.9996013
31,0.99249965
32,0.9722734
33,0.8586323
34,0.99975663
35,0.99967015
36,0.82850313
37,0.998536
38,0.9998672
39,0.99475867
40,0.9999088
41,0.99881005
42,0.999982
43,0.9998485
44,0.99999964
45,0.99997056
46,0.9997656
47,0.99999535
48,0.99999714
49,0.9987778
50,0.99710697
51,0.995812
52,0.99899155
53,0.9928288
54,0.99960095
55,0.8881427
56,0.87320375
57,0.78134227
58,0.99999976
59,0.57882273
60,0.635428
61,0.9999902
62,0.9994863
63,0.99999344
64,0.99998057
65,0.9998926
66,0.9994153
67,0.999979
68,0.9999976
69,0.9999957
70,0.87172073
71,0.91771704
72,0.9999982
73,0.99999523
74,0.9999707
75,0.99452823
76,0.9999548
77,0.9998356
78,0.9737535
79,0.9999219
80,1.0
81,1.0
82,0.9999968
83,0.9999974
84,0.9999764
85,0.9999889
86,1.0
87,0.99999595
88,0.9999962
89,0.99997425
90,0.9999733
91,0.99878246
92,0.26659253
93,0.9999999
94,0.9999993
95,1.0
96,0.99995494
97,0.966818
98,0.999992
99,0.999995
100,0.7788238
101,0.9997019
102,0.9983536
103,0.9217093
104,0.99849784
105,0.99939656
106,0.99939287
107,0.97478557
108,0.9512891
109,0.9996389
110,0.9999999
111,0.98964757
112,0.9999889
113,0.9995078
114,0.9999796
115,0.99999976
116,0.99787784
117,0.99995434
118,0.43132997
119,0.77985555
120,0.99810827
121,0.9999864
122,0.99824536
123,0.38880154
124,0.9994234
125,0.99943525
126,0.99258065
127,0.99996626
128,0.9957873
129,0.99731845
130,0.99958795
131,0.86946756
132,0.969751
133,0.9350362
134,0.9999999
135,0.97367746
136,0.43387893
137,0.52605265
138,0.48749322
139,0.9998342
140,0.9999838
141,0.9995203
142,0.9998826
143,0.9996731
144,0.95481145
145,0.9989801
146,0.99987936
147,0.9999962
148,0.9998149
149,0.9968028
150,0.99998915
151,0.99968314
152,0.9999031
153,0.999992
154,0.99999297
155,0.53685564
156,0.9994431
157,0.9999987
158,0.9999962
159,0.9911691
160,0.9951951
161,0.9999609
162,0.9999994
163,1.0
164,0.9998374
165,0.9999999
166,0.9086267
167,1.0
168,0.87605375
169,0.99999595
170,0.9999825
171,0.9998223
172,0.99789596
173,0.997537
174,0.99997365
175,0.9984012
176,0.98974645
177,0.999806
178,0.99961424
179,0.99810326
180,0.24885567
181,0.6848955
182,0.8602756
183,0.80592775
184,0.9991503
185,0.9999504
186,0.9811069
187,0.9977689
188,0.8234332
189,0.5115059
190,0.99993074
191,0.99995804
192,0.99995816
193,0.9999366
194,0.99999964
195,0.99999654
196,0.9998801
197,0.999977
198,0.99243814
199,0.99999964
200,0.77702284
201,0.93960106
202,0.99532264
203,0.9610844
204,0.9830056
205,0.9982591
206,0.9966307
207,0.99914753
208,0.98602563
209,0.9962269
210,0.99999976
211,0.9999918
212,1.0
213,0.99950147
214,0.9931666
215,0.69800425
216,0.9891416
217,0.999977
218,0.9999995
219,0.999998
220,0.98889077
221,0.9760933
222,0.99664885
223,0.7174011
224,0.7736735
225,0.9987469
226,0.9995303
227,0.99999344
228,0.9999838
229,0.99918383
230,0.9999906
231,0.9988795
232,0.35853684
233,0.99609995
234,0.99485934
235,0.9979407
236,0.95326984
237,0.99800247
238,0.97524047
239,0.99996567
240,0.99996984
241,0.9998667
242,0.99999845
243,0.76978487
244,0.9984143
245,0.99998987
246,0.99987674
247,0.9995826
248,0.6629911
249,0.99995184
250,0.9941333
251,0.99999905
252,0.9999999
253,0.94786316
254,0.99970406
255,0.9999536
256,0.9999522
257,0.89465183
258,0.9997024
259,0.9999999
260,0.6973788
261,0.99984
262,0.99999905
263,0.9986241
264,0.99999917
265,0.49992836
266,0.9999635
267,0.9999988
268,0.99999714
269,0.1512855
270,0.99959785
271,0.90307397
272,0.9966439
273,0.9999808
274,0.9995363
275,0.99874616
276,0.999401
277,0.9999317
278,0.99982905
279,0.99737024
280,0.91572005
281,0.95698774
282,0.99999595
283,0.9648735
284,0.9999522
285,0.9991849
286,0.99915886
287,0.99999976
288,0.9985802
289,0.9997191
290,0.9996935
291,0.99795073
292,0.99988985
293,0.9834726
294,0.99942577
295,0.96866727
296,0.9992461
297,0.9973123
298,0.9998739
299,0.9990276
