Sample ID,Max Probability
1,0.20308059453964233
2,0.20102068781852722
3,0.18979895114898682
4,0.13098973035812378
5,0.1527353972196579
6,0.2609182298183441
7,0.2047993242740631
8,0.1316639930009842
9,0.09981776028871536
10,0.17675094306468964
11,0.1503608226776123
12,0.09676136076450348
13,0.09180054068565369
14,0.1532987505197525
15,0.08183340728282928
16,0.1327885240316391
17,0.10465139150619507
18,0.22284306585788727
19,0.16899773478507996
20,0.0975804254412651
21,0.12658530473709106
22,0.07761093229055405
23,0.09467115998268127
24,0.13868284225463867
25,0.09014760702848434
26,0.08686807006597519
27,0.17250993847846985
28,0.08257003128528595
29,0.17520765960216522
30,0.0843474268913269
31,0.11306476593017578
32,0.15871180593967438
33,0.10936156660318375
34,0.11333021521568298
35,0.20719099044799805
36,0.1448846310377121
37,0.15710827708244324
38,0.15612119436264038
39,0.17115087807178497
40,0.13646210730075836
41,0.17873767018318176
42,0.14736463129520416
43,0.1305638700723648
44,0.18792317807674408
45,0.20269282162189484
46,0.0999695286154747
47,0.1643243134021759
48,0.10407505929470062
49,0.1633460968732834
50,0.19884316623210907
51,0.20815856754779816
52,0.222819522023201
53,0.1990242749452591
54,0.10500653833150864
55,0.2531164884567261
56,0.2870630621910095
57,0.15188045799732208
58,0.189717635512352
59,0.2535117268562317
60,0.2140055000782013
61,0.1966640204191208
62,0.20351503789424896
63,0.15445995330810547
64,0.23220781981945038
65,0.09231741726398468
66,0.07276732474565506
67,0.19945956766605377
68,0.1541631817817688
69,0.13571660220623016
70,0.2257465422153473
71,0.08649808913469315
72,0.17680875957012177
73,0.2810622453689575
74,0.2632003426551819
75,0.181463822722435
76,0.15398672223091125
77,0.19634270668029785
78,0.15408040583133698
79,0.1836584210395813
80,0.1923092007637024
81,0.11163236945867538
82,0.12039585411548615
83,0.12183606624603271
84,0.09214199334383011
85,0.11303169280290604
86,0.09304016828536987
87,0.09721290320158005
88,0.1601279079914093
89,0.16646113991737366
90,0.11120091378688812
91,0.08585727959871292
92,0.06764262169599533
93,0.11241858452558517
94,0.10368337482213974
95,0.09365051984786987
96,0.08594305068254471
97,0.0988519936800003
98,0.07015112042427063
99,0.06815329194068909
100,0.08781522512435913
101,0.06117739528417587
102,0.09425251185894012
103,0.10340480506420135
104,0.07830928266048431
105,0.1320326179265976
106,0.11389631778001785
107,0.10354500263929367
108,0.15864478051662445
109,0.14756104350090027
110,0.13639973104000092
111,0.1465698778629303
112,0.18203245103359222
113,0.17441953718662262
114,0.12495468556880951
115,0.19183342158794403
116,0.10198207199573517
