226,57,577,65,65,236,5,104,303,1,0,0,1,50,0,5,1703,2362,2366,616,0,0,0,107,0,0,0,1,4,0,0,0,1,6,0,1,0,1,1,0,0,106,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,11,1113,1387,1,2,2,6,11,32,1,24,181,1,14,1,0,3,229,1,523,96,517,0,29,1,1,103,0,2,0,0,1,0,1,1,1,1,0,1,0,1,104,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,103,0,link34
9,610,305,18,73,151,106,53,1,0,0,0,0,0,0,0,0,0,3,1441,2366,2369,978,0,0,0,0,5,1,1,0,0,6,0,1,1,1,1,1,0,106,357,70,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6,1387,1,8,10,1,1110,1,0,2,0,32,0,16,216,519,24,3,437,2,2,1,1,0,1,103,0,0,0,1,0,1,1,1,0,1,0,0,1,0,104,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,103,1,0,link34
88,195,529,109,20,118,156,47,53,1,0,0,0,59,0,3,1498,2359,2365,825,0,0,0,107,0,0,0,0,5,0,0,0,0,5,1,0,0,1,1,0,0,106,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,11,1384,1,877,257,36,379,342,14,3,229,1,3,29,2,2,0,0,1,522,105,0,0,1,0,103,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,104,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,103,1,link34
7,269,178,403,79,279,8,68,34,7,2,0,0,56,0,2,59,0,25,2325,2367,2275,1,107,0,0,0,3,2,0,1,0,1,3,3,0,0,1,1,0,1,106,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,2,782,618,358,752,0,11,1,2,0,6,0,32,0,2,1,0,14,0,733,109,232,516,24,1,2,0,103,0,0,0,1,0,1,0,1,0,1,0,1,0,104,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,103,0,link34
43,239,185,419,63,261,11,61,45,4,3,0,0,57,0,2,594,2367,2362,1728,0,0,0,107,0,0,0,1,5,0,0,0,1,4,2,0,1,1,1,0,0,106,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,3,1389,1,8,10,1029,98,229,30,32,3,0,6,181,24,1,517,0,2,348,280,0,2,3,1,2,103,0,0,0,0,1,0,1,0,1,0,1,0,1,0,104,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,103,0,link34
8,617,190,86,119,126,46,59,5,4,1,0,0,1,14,1839,2364,2358,476,0,0,0,0,0,0,0,0,3,2,0,93,58,2,0,27,0,4,1,0,58,21,1,0,1,46,0,1,60,1,1,1,119,1,0,6,0,1,1,48,1,112,1282,60,1126,2,6,1,3,290,14,0,3,77,1,1,227,0,24,516,1,41,30,1,2,5,2,0,1,45,0,0,1,0,47,1,1,0,41,1,1,0,50,1,0,1,46,14,0,0,1,9,0,0,0,42,0,0,12,1,0,link34
236,50,576,69,69,217,4,67,40,4,3,0,0,58,2,383,2357,2364,1948,0,0,0,0,107,0,0,0,3,2,1,0,0,1,6,1,1,0,1,1,0,0,106,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,441,952,0,8,473,637,0,41,232,205,516,3,1,32,1,6,14,2,2,628,1,0,0,1,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,link34
11,270,176,435,39,148,30,239,65,4,3,2,1,41,0,265,157,2175,2369,2349,1,1,0,93,0,0,1,0,6,0,0,0,0,2,3,0,0,1,1,402,1,94,0,1,0,1,1,0,0,1,1,1,1,1,0,0,98,0,0,0,3,1114,379,505,882,1,10,1,0,2,0,98,0,1,52,14,410,25,395,516,2,2,0,1,0,0,99,0,1,0,0,0,1,0,1,0,410,0,0,1,0,0,96,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,98,1,link32
7,375,83,443,27,201,11,73,36,4,3,0,0,212,0,2,564,2366,2369,1753,0,0,1,93,1,0,0,6,1,415,0,0,1,2,2,0,1,1,1,0,0,94,0,0,0,0,1,1,1,1,1,371,1,1,0,0,98,1,0,0,3,7,42,115,217,414,618,1,0,0,0,517,0,886,227,0,0,0,0,1,0,8,32,32,261,123,6,516,2,181,1,385,0,1,0,1,1,1,0,0,1,96,0,1,0,0,1,0,0,0,0,414,0,0,0,0,0,0,98,0,link32
11,445,33,434,156,148,44,53,6,0,0,0,0,52,264,2,317,2332,2370,2032,0,0,0,0,0,0,0,6,0,0,99,0,1,2,2,1,1,1,402,0,0,0,0,0,0,1,95,0,1,1,1,1,1,0,1,0,1,0,0,0,13,1856,1,8,0,1109,28,263,4,7,516,181,24,30,2,2,99,0,367,0,0,0,0,1,0,0,0,1,0,0,0,95,0,1,0,296,115,1,0,1,0,0,0,1,0,0,99,1,0,0,0,1,0,0,0,0,0,1,1,0,link32
49,232,352,277,76,242,24,55,36,4,3,0,0,52,264,2,1169,2365,2370,1143,0,0,0,0,1,0,0,6,1,1,0,99,1,2,2,1,1,1,1,402,0,0,0,0,0,95,1,0,1,1,1,1,1,1,1,0,1,0,0,0,108,715,1064,46,1064,0,6,0,2,0,3,0,29,1,0,147,232,26,547,516,2,0,0,1,0,1,0,1,1,0,1,95,1,1,0,210,201,1,0,1,0,0,0,1,0,0,99,1,0,0,0,1,0,0,0,0,0,0,0,1,link32
19,264,186,438,48,234,6,47,52,3,0,0,0,294,0,2,662,2364,2359,1664,0,0,0,0,0,0,0,0,6,0,0,99,1,412,2,1,0,1,1,0,0,0,0,1,0,0,95,0,1,1,1,0,1,1,1,0,373,0,1,0,3,1211,1,8,85,1311,238,181,32,3,45,2,24,517,1,1,522,0,0,1,0,0,0,1,0,0,0,0,1,0,0,95,0,1,0,1,410,1,1,1,0,0,0,1,0,0,99,1,0,0,0,1,0,0,0,0,0,0,0,0,link32
142,141,572,69,30,98,64,237,59,6,3,0,0,41,263,3,189,2154,2254,2365,89,0,0,93,0,0,0,0,6,0,0,0,0,2,3,1,1,1,402,0,0,94,0,0,0,0,1,1,0,1,1,1,1,1,0,0,70,28,0,0,60,1058,379,1386,1,1,11,0,8,0,0,98,0,7,0,3,1,0,369,0,229,27,223,32,516,2,2,99,1,0,0,0,1,0,1,0,410,0,1,0,1,0,96,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,99,link32
1,273,8,580,67,98,155,41,62,9,4,0,0,0,222,1,232,2358,2361,2102,0,0,0,0,0,0,0,0,6,164,252,1,99,1,4,1,1,0,1,1,0,1,0,0,0,0,95,1,1,0,1,1,371,1,1,0,0,0,0,0,2,307,1183,0,8,433,678,0,2,0,10,682,20,15,194,516,3,128,1,2,2,0,0,1,1,0,0,0,1,1,0,0,478,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,99,0,0,413,0,0,0,0,0,0,0,1,link32
11,270,195,401,61,102,0,2,4,312,52,63,4,3,0,2,58,1,1,183,2258,2359,2195,93,0,0,0,0,0,0,0,6,415,1,4,1,1,0,1,1,1,1,0,94,1,1,1,0,1,1,1,1,0,197,174,1,1,0,98,0,11,1332,59,11,343,768,0,55,4,21,33,516,3,745,181,2,1,0,1,0,1,0,0,0,0,0,1,0,99,0,0,1,192,192,1,0,1,0,1,0,0,1,0,96,1,0,0,1,0,0,0,0,413,1,0,0,0,0,0,0,link32
