195,828,2,123,28,18,165,2,18,27,16,1,0,0,1,65,0,1,0,0,0,0,0,0,0,90,0,0,2,1,1,88,0,1,1,0,0,0,0,0,1,0,0,1,113,1,0,86,1,1,1,1,1,1,1,1,0,0,1,3,1,1,84,0,0,1,2,3,5,10,20,39,77,120,156,202,485,496,0,0,0,0,11,0,0,1,1,0,1,0,3,0,108,1,1,0,1,0,1,1,1,112,9,1,1,1,1,1,1,0,0,0,82,0,0,0,0,0,1,805,link1
30,929,116,10,119,40,166,2,14,45,16,1,0,0,1,1,65,1,1,1,0,1,0,0,0,1,90,0,0,2,0,88,0,1,1,0,1,0,0,0,0,0,0,0,113,1,1,86,0,1,1,1,1,1,1,0,1,0,0,2,730,676,0,83,1,0,0,0,3,2,2,1,1,9,118,2,0,84,0,0,0,1117,0,0,0,11,0,0,0,1,1,0,108,2,1,1,0,1,1,1,0,112,0,0,1,1,33,0,0,1,3,1,82,0,1,1,1,0,6,1,link1
75,1022,2,126,43,36,132,2,13,31,12,6,0,0,1,65,0,1,0,0,0,0,0,0,0,90,0,0,1,1,0,88,0,1,1,0,0,0,0,0,0,1,0,1,113,1,86,0,1,1,0,1,0,1,1,0,0,0,0,3,1404,0,83,0,1,1,0,1,3,0,0,0,1,2,119,0,0,84,0,0,0,10,0,0,0,1,0,0,0,0,1,0,108,1,1,1,1,0,1041,77,0,112,1,0,1,1,0,0,0,0,0,1,82,0,0,0,1,1,1,9,link1
14,18,27,62,370,125,62,62,82,96,121,96,93,95,96,0,4,0,0,1,0,1,11,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,36,96,0,43,0,1,1,0,60,1,41,1,0,0,0,1,84,0,0,98,5,1,2,1,1,1,2,0,4,3,0,86,1,1,0,1,2,1,0,1,0,2,0,0,0,99,95,0,0,0,1,1,0,0,0,1,1,9,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,10,2,1,link1
11,30,120,214,53,89,48,30,15,26,30,15,11,22,7,7,7,6,5,8,7,5,8,8,6,3,4,4,7,3,2,3,3,4,2,2,0,0,0,2,74,77,4,2,40,3,6,6,63,2,65,3,3,4,3,2,3,1,101,6,100,8,10,5,7,7,7,9,15,4,5,9,7,7,8,8,89,6,6,3,14,6,6,6,7,118,5,6,4,8,21,83,11,13,12,6,8,6,16,5,3,9,7,8,7,9,8,10,8,5,8,8,8,6,5,4,6,18,36,39,link1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,link1
90,0,1,1,1,1,84,2,0,0,0,0,0,1,1,1,0,0,113,0,0,86,1,1,1,1,1,1,1,0,0,1,0,1,1,83,1,6,545,859,0,1,1,0,1,0,0,3,119,0,0,84,1,1,0,0,0,0,0,0,422,695,0,0,9,0,108,1,1,0,0,1,11,1,112,0,1,1,1,1,1,0,1,1,0,82,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,113,24,1,1,0,0,2,0,1,145,0,1,1,0,0,19,0,1,0,link1
90,0,1,1,0,88,0,0,1,0,0,0,1,0,0,0,0,0,0,113,0,0,86,1,1,0,0,1,1,0,0,1,0,1,0,0,83,1,5,3,1,1,1,1,1,0,1,23,1199,16,0,0,84,1,0,0,0,0,0,0,0,350,733,322,1,0,1,108,1,0,0,0,1,1,0,112,1,0,0,10,0,1,1,1,9,2,0,82,1,1,0,0,2,0,1,0,1,0,0,0,0,1,112,1,1,6,0,0,0,1,86,0,0,1,0,0,0,0,0,0,link1
1,1,0,1,0,84,0,0,0,0,0,0,0,1,0,0,1,113,0,0,86,0,0,1,0,0,1,1,0,0,3,1110,296,1,1,84,0,0,0,0,3,0,0,1,1,8,0,118,2,1,0,84,1,1117,0,0,1,1,0,0,0,1,0,0,1,108,10,0,0,0,1,1,1,0,0,112,0,1,1,1,0,0,1,2,0,0,82,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,112,0,3,1,1,0,1,0,86,32,0,0,0,0,0,1,0,0,link1
1,84,0,0,0,1,1,0,0,0,1,0,0,113,0,1,86,0,0,1,0,1,1,0,0,0,1,0,0,1,21,1163,22,1,1,2,0,0,0,1,1,0,0,119,913,491,84,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,108,1,1,0,1,1,0,0,0,112,0,0,1,1,1,1,11,1,0,0,82,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,112,0,6,0,0,0,1,1,86,0,0,0,1,1,0,0,0,0,0,0,0,link1
