81,1018,4,91,84,26,176,2,23,18,15,16,1,1,213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,293,0,94,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,92,1,0,294,1,1,1,1,0,0,0,13,1,1,108,0,1,0,0,0,3,1,0,0,1,1,4,0,0,98,304,0,9,0,0,0,1,0,0,0,0,0,1,0,97,1,1,0,0,6,1,1,1,1,0,1,1,286,0,98,0,0,0,0,1,0,0,0,0,31,1373,1,link123
420,655,1,126,54,189,11,5,21,26,16,2,0,1,213,0,0,1,0,0,0,1,0,0,0,0,1,0,4,292,0,0,94,1,1,1,0,0,0,0,0,0,1,1,1,1,92,0,1,1,0,295,1,1,1,0,0,0,1,4,1,0,110,1,1,1,0,2,0,0,0,1,0,3,3,1,1,401,1,3,0,1,0,0,1,0,0,0,0,1,0,97,1,1,1,1,538,866,1,1,1,1,0,1,1,285,98,0,0,0,0,1,0,0,0,0,0,1,1,0,link123
159,939,2,105,74,1,198,2,16,24,26,17,1,0,1,85,128,0,0,1,0,1,0,0,0,0,0,0,0,4,292,1,94,0,1,0,1,0,0,0,0,0,0,0,1,1,1,92,1,1,0,294,1,1,1,1,0,0,1,3,1309,96,108,0,6,0,0,0,1,0,0,0,586,531,3,0,1,98,304,0,0,0,0,0,0,3,1,0,0,1,1,1,97,1,1,1,1,1,1,1,1,3,0,0,1,65,221,98,0,0,0,0,1,0,0,0,0,0,0,1,link123
323,778,2,125,49,136,67,2,40,27,17,1,0,0,1,213,0,1,0,0,0,1,0,0,0,0,0,0,4,89,204,0,94,1,1,0,0,1,1,0,0,0,0,1,1,1,0,92,1,1,0,295,0,1,1,1,0,1,0,5,1,101,9,2,0,0,0,1,0,0,0,1,766,639,1,0,98,32,272,0,0,1,0,0,0,0,0,0,19,1,1,0,97,1,1,0,1,2,1,1,1,1,0,0,1,285,98,0,0,24,0,1,0,1,1,0,0,0,1,1,link123
121,946,10,92,82,27,175,1,24,30,19,1,1,0,1,148,66,1,1,0,0,0,1,0,0,0,0,0,0,4,292,0,94,1,1,0,0,0,1,0,0,0,0,1,1,1,1,92,1,1,1,294,1,1,1,1,0,0,1,3,1140,265,108,0,2,0,0,0,9,0,0,0,1,1,4,1,3,402,0,1,1,2,1,0,0,0,0,0,0,33,1,0,97,2,1,0,1,1,1,1,1,2,1,0,1,121,166,98,0,0,0,1,0,3,0,0,0,1,1,1,link123
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,link123
1,1,1,0,94,1,1,317,0,0,0,0,1,1,1,0,1,0,92,1,0,0,0,1,0,1,1,3,754,652,0,168,302,1,108,0,0,1,0,1,2,7,1,0,0,1,1,0,0,98,0,1,0,0,0,0,3,298,1,0,1,0,0,0,97,0,0,0,1,1,1,0,2,1,33,0,1,1,1,98,1,1,0,0,0,303,1,1,0,0,0,0,0,0,0,1,0,9,94,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,link123
94,1,1,317,0,0,0,0,0,1,1,0,1,1,0,92,0,1,0,0,0,0,0,1,473,648,2,1,1,272,135,1,0,1,1,2,1,0,1,0,0,0,0,1,0,4,97,0,0,0,2,0,0,0,297,1,1,0,0,0,1,105,1,0,1,1,1,1,15,1,0,0,0,0,0,35,364,732,376,1,2,1,0,303,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,95,1,1,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,link123
1,1,0,1,1,94,1,1,0,260,58,0,0,1,1,1,1,1,1,0,0,92,0,0,1,1,1,0,0,1,1,3,290,678,479,367,1,0,0,1,1,3,0,0,1,9,0,0,0,1,1,99,0,1,10,0,0,0,1,297,0,0,1,1,7,3,97,0,4,2,2,2,2,2,2,1,1,1,1,2,2,99,2,2,2,2,2,304,2,1,0,1,2,2,2,1,1,1,2,2,2,96,2,2,2,1,0,7,1,1,1,1,0,0,0,0,1,0,0,0,link123
83,14,1,292,1,0,0,0,1,1,0,0,1,0,1,90,1,1,1,0,0,0,1,0,295,1,1,0,0,103,0,3,1,147,565,118,1,294,0,0,0,1,2,3,105,0,0,0,0,1,1,304,593,812,0,0,0,0,1,1,96,0,1,0,1,0,0,1,0,0,0,1,0,0,1,98,0,1,286,1,1,0,1,0,0,0,0,1,10,1,83,14,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,179,123,0,0,1,0,0,link123
